,text,label_category
1026,Liverpool fans must be proud if they are able to visit this stadium.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1027,"Compared to another stadium in London, Anfield werent that bad and quite accessible from the main road.","[0, 0, 0, 0, 0, 1, 0, 0, 1]"
1028,I went here spring last year and didnt get in for a tour.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1029,Pity so many clothes were black when the background was so black difficult to pick out on stage good job big screens were there.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1030,Also not able to hear and so understand Acts banter with crowds although singing was very clear.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1031,Fantastic night for Take That Concert however let down by not allowing tops on water or wine bottles trying to keep them upright when up & down like a you you for people getting to seats only to witness people coming in with sealed bottles of wine very disappointing especially at £25 for a bottle that was so easily knocked over and spilt.,"[0, 0, 1, 0, 1, 0, 0, 0, 1]"
1032,Security and Stewards did a tremendous job thank you,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
1033,"Stewards more interested in themselves and friends No information for lift to get down stairs Had to slowly climb down each staircase till I reached the bottom where an elderly St Johns Ambulance lady asked why I hadn't used the lift Simple answer didn't know there was one and no one to ask or help Left to you own devices Even outside when I asked a girl steward where the buses are to get to the city centre, she replied she didn't know but her lanyard showed she was a Burnley Football Club Steward so on reflection what was she doing there at Anfield and positively useless for advice not knowing the area","[0, 0, 0, 0, 1, 0, 1, 0, 0]"
1034,"This place was nowhere near the experience at St James Park , Newcastle.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1035,Shocking and awful place not built for the spectator but to maximse returns.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1036,The seating was far too close to the row in front with very little leg room.If someone was in front it was painful - how can regulars enjoy a game in this situation.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1037,Had a horrible experience at the Magic Weekend.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1038,If its here again none of my friends will be going.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1039,The outside catering area was OK but basic with average food and drinks.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1040,Went there to watch the super League magic weekend and was in agony by the end of the day.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1041,Penny pinching to get a few extra rows of seats in left me and others really uncomfortable.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1042,Good stadium other than that which is saying something coming from a man city lad.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1043,Really disappointed by the leg room in the new stand.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1044,"It's a football stadium, what more do you want?","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1045,"The big downside is they don't let you take bags into the ground, therefore if you are staying over the night before make sure you stow your bag somewhere else...","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
1046,I Suppose we deserve this after removing our inform neighbours of 1985.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1047,The Admiration of Diego Simeone and his team have become higher in establishing their own mark on European Football.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1048,"In addition Liverpool unfortunately lost to Athletico Madrid, which you couldn't fault the efforts of a poor Star studded Liverpool side.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1049,"As Liverpool is the home of Football, I was surprised to see that the Scandinavian Supporters Association (SSA) sitting around me and my younger relatives which we had payed in advance to watch.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1050,Possibly one of the most popular teams in England and I couldn't believe to see so many Foreign fans visiting.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1051,There's a Great cafebistro inside the attached buildings which serves lovely food and drinks.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1052,"As a result of this, many miss out.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1053,The Liverpool shop is pricey but well stocked.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1054,The surrounding areas have been regenerated and look great.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1055,Its not big enough for the sheer amount of fans who want to watch their team each week.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1056,The Hillsborough memorial is a perfect way to honour our 96 and many go to sit and reflect on the benches in front of the eternal flame.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1057,"The whole place is fabulous but should have been built with at least 15,000 more seats.","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1058,The elysium of all stadia!,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1059,"The audio tour could have been explained a little better, we lost track of where we were with it so gave up.","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1060,He also spent a small fortune in the well stocked gift shop.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1061,Well it's not so well stocked now!!,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1062,We also liked reading some of the tiles outside and paid our respects at the Hillsborough eternal flame memorial.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
1063,We had some fun pictures taken with a trophy and enjoyed a meal in the boot club restaurant on site.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
1064,"Not really a football fan, but took my brother as it's his team.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1065,We had a really good time seeing the stadium and museums.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1066,Would definitely recommend for any Liverpool fan and intend to return to see a match one day.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1067,A big chunk of it is taken up by visiting supporters.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1068,But the overhang of the level above does significantly impact your views.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1069,If you can find tickets in the other three stands they would definitely be preferred.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1070,Be careful with tickets in the Anfield Road End lower section.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1071,The photo I posted is from row 1 block 226 in the upper section of the Anfield Road stand.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1072,Rumor has it that the club will redevelop this stand at some point.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1073,However that would be several years off.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1074,Upper level blocks are okay but the further off center your seats are the more difficult it will be to see around people and down towards the goal.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1075,Great ground with wonderful atmosphere.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1076,"Please look forward to a review of St. Peter's, once I get a new shovel.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1077,"I spent the last 5 weeks digging beneath St. Paul's, looking for the spear of destiny or the Jesus's sandals or whatever really, and all I got was gravel.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1078,"It took me a whole 3 years to get in as a clergyman, and all for nothing.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1079,"All of the books I've ever read have said that big cathedrals always have secret treasure hidden in the floor, and yet, here I am, two shovels broken and probably banned from heaven.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1080,Dan Brown is a damned liar.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1081,Seemingly parliamentary interference led to a change of design that rendered the ship fatally unstable.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1082,The findings of a court of inquiry is quoted extensively.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1083,"Especially noteworthy (you must read through the inscriptions in their entirety) John Howard, penal reformer the 500 officers, men and boys of HMS Captain which foundered in 1870 off Finisterre.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1084,Only slight negative is that the induction loop for the hard of hearing was not working well where I was sitting.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1085,Very uplifting liturgy and music.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
1086,Superb service today when four fine women priests were consecrated as bishops.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
1087,"The headphones for audiogide are not cleaning properly, mine was full of someone's hair.","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1088,"Almost all galleries except one are closed because of COVID, however ticket price remain the same hight.","[0, 0, 1, 0, 0, 0, 1, 0, 0]"
1089,Their put the visitors in much more dangerous of broken legs and heads by their so called anti-covid care.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
1090,There is a big question how they desinfect them,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
1091,"They opened additional very narrow, steep and quite dangerous stairs to the top level and force visitors to use this one instead of modern stairs which is now available only for descending.","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1092,So 200 hundred people inconvenienced to satisfy about 20 for the service.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
1093,Staff inside polite until a service started then we were told stop taking pictures or wait 45 minutes.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
1094,It's a must see iconic beautiful cathedral but security at the front hassled my friend which annoyed him as we had bought our tickets.,"[0, 1, 0, 0, 1, 0, 0, 0, 0]"
1095,Except for the beautiful architecture the visit was a complete waste of time.,"[0, 1, 0, 0, 0, 0, 0, 0, 1]"
1096,No time to explore or take many photos,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1097,Crypt is hot and dim with too much clutter.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1098,Multimedia guides in eight languages for adults and children are included with sightseeing admission as well as free guided tours to join upon arrival.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
1099,"Also there is a simplicity of design, that is comfortable and relaxing.","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
1100,"So many shapes and lines, that work so well together.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1101,A really massive and complex architectural accomplishment.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1102,"A very pleasing experience, but a good amount of time should be allowed so as to fully appreciate the experience.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1103,St Pauls also welcomes visitors with access to five levels of the Cathedral including the Whispering Gallery with its unique acoustics and the Stone and Golden Galleries atop the Dome offering breathtaking panoramic views over London.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1104,I had never been into At Paul's cathedral and was very much looking forward to seeing it.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1105,It is not an insignificant amount of money they charge to allow you to enter and I feel that you should be allowed to take photographs.,"[0, 0, 1, 0, 1, 0, 0, 0, 0]"
1106,Having been 2 places like York Minster that allow you to do both of those things I found it very frustrating that I will not be able to have memories other than through the guide book.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1107,I have to say I was not disappointed with what I saw I was however very disappointed that they have a very strict policy of no photographs or video.,"[0, 1, 0, 0, 1, 0, 0, 0, 0]"
1108,Maybe tourists are used to paying above and beyond for things to do however £40 for a family to walk round a cathedral is a lot of money.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1109,Take your kids to the beach for the day much better value,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
1110,People say it covers the running costs but seriously the place is packed and is nothing but a money earner the price is way above what they should charge for upkeep.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1111,Best of all no photographs which is a joke but a good excuse to sell you some.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
1112,I work opposite but if i was crazy enough to spend that sort of money and got told i couldn't take pictures they would not like my response and i would be getting my money back.,"[0, 0, 1, 0, 1, 0, 0, 0, 0]"
1113,Very Disappointing as the tickets have a life on them.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1114,So yet again the Church has turned away 3 children who know have their own ideas of what the church stand for.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1115,The website states Sundays it's not open for site seeing but nothing about today.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1116,Purchased tickets online and the 3 kids where so excited to catch a train to ST.Pauls Cathedral only to be told on entering the Cathedral that because it was Ash Wednesday the tickets were no good.,"[0, 0, 0, 1, 1, 0, 0, 0, 0]"
1117,Feel very let down with the church and their eagerness to rake in as much money as possible.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
1118,Download Rick Steves free Audio Europe App for a more engaging and interesting tour!,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
1119,"It is a beautiful big space and a big crypt to explore (we did not have time to go up to the dome), but if pressed for time, I would opt for other more spectacular and unique sights in London to visit.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
1120,"We had the free 30 minute tour and the three guides might have been new at the job, as they were hesitating and a bit fumbling and mumbling.","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
1121,"There is tremendous history here for sure, but in retrospect I don't know if it is worth the steep 17 GBP (about $22) entry price.","[1, 0, 1, 0, 0, 0, 0, 0, 0]"
1122,"When I used to think of London I always pictured Tower Bridge or Buckingham Palace, but I had no idea this cathedral was such an iconic building that stands up with the other famed places along the London skyline.","[1, 0, 0, 0, 0, 0, 0, 0, 0]"
1123,"Paul's Cathedral is one of the old, historic, beautiful churches located in the British capital, with its history dating back to 1675","[1, 0, 0, 0, 0, 0, 0, 0, 0]"
1124,"Frankly, I found it to be more interesting and impressive then even Westminster Abbey.You are provided a small touchscreen video device with headphones so you can learn about the building and its history.","[1, 0, 0, 0, 0, 0, 1, 0, 1]"
1125,"Not so far from Manchester, Peak District offers different colours mixed in beautiful landscapes.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
